year,sex,profession,income,age,ethnicity,net_worth,happiness
67,F,service provider,8038.80,53,atlantean,90497.42,102.90
67,F,farmer,2913.98,53,arcadian,26415.75,99.62
67,M,farmer,3044.11,53,arcadian,26702.33,99.70
67,F,civil servant,8430.94,53,hyperborean,90822.16,102.92
67,M,craftsman,6752.86,53,hyperborean,71708.87,102.42
67,M,homemaker,-306.99,53,arcadian,-13451.07,99.38
67,F,fisher,5694.00,52,arcadian,46317.07,101.25
67,F,farmer,1914.44,52,arcadian,-10758.43,89.36
67,M,fisher,5941.68,52,hyperborean,46812.39,101.92
67,F,craftsman,6285.70,52,arcadian,67934.72,101.71
67,X,homemaker,-271.46,52,hyperborean,-12313.78,100.00
67,F,farmer,2801.80,52,atlantean,25584.90,100.20
67,F,service provider,8209.88,52,hyperborean,86960.22,102.88
67,M,civil servant,7938.27,52,arcadian,86636.58,102.23
67,F,craftsman,6384.38,51,hyperborean,66111.34,102.35
67,M,farmer,2716.07,51,arcadian,24344.52,99.45
67,F,fisher,5465.11,51,atlantean,45620.32,101.81
67,X,homemaker,-243.33,51,arcadian,-11287.08,99.38
67,M,homemaker,-247.85,51,atlantean,-11259.86,100.00
67,F,fisher,5546.27,51,atlantean,45017.45,101.81
67,F,unemployed,-253.87,51,atlantean,-11300.76,80.00
67,M,service provider,8293.44,51,atlantean,83851.55,102.88
67,F,craftsman,6361.40,51,hyperborean,65877.82,102.32
67,F,civil servant,7808.17,50,hyperborean,80439.18,102.78
67,M,unemployed,-219.61,50,arcadian,-10140.85,79.38
67,M,civil servant,7554.04,50,atlantean,80392.36,102.76
67,F,unemployed,-227.96,50,arcadian,-10122.90,79.38
67,M,fisher,5603.82,50,atlantean,43288.96,101.82
67,M,service provider,7892.91,50,arcadian,79589.60,102.16
67,M,farmer,2713.41,50,atlantean,23608.49,100.08
67,F,fisher,5560.64,50,atlantean,43023.04,101.80
67,F,craftsman,5122.93,49,hyperborean,25271.12,101.96
67,F,farmer,2735.74,49,arcadian,22821.53,99.40
67,F,craftsman,5849.78,49,hyperborean,60698.33,102.17
67,M,craftsman,6201.77,49,hyperborean,61316.02,102.27
67,F,homemaker,-182.57,49,arcadian,-9111.20,99.38
67,M,fisher,5129.62,49,atlantean,33503.41,101.64
67,F,civil servant,7494.66,49,atlantean,76183.49,102.73
67,M,craftsman,5732.32,49,hyperborean,60209.97,102.17
67,M,fisher,5344.63,49,atlantean,41653.16,101.73
67,F,farmer,2663.77,48,arcadian,21906.49,99.29
67,M,fisher,5280.33,48,atlantean,40485.96,101.69
67,F,craftsman,5696.41,48,hyperborean,58052.49,102.16
67,M,homemaker,-171.16,48,hyperborean,-8170.55,100.00
67,M,service provider,7218.73,48,atlantean,73151.35,102.69
67,F,service provider,7117.20,48,atlantean,73060.97,102.64
67,M,farmer,1969.08,48,atlantean,-6686.65,90.01
67,F,service provider,7478.49,48,arcadian,73382.29,102.08
67,M,homemaker,-143.23,47,atlantean,-7039.62,100.00
67,F,craftsman,5696.72,47,atlantean,55013.47,102.13
67,M,craftsman,5611.89,47,arcadian,55347.09,101.49
67,M,homemaker,-141.16,47,hyperborean,-7049.80,100.00
67,M,homemaker,-140.66,47,hyperborean,-7074.22,100.00
67,M,service provider,7208.60,47,hyperborean,70148.78,102.65
67,F,homemaker,-139.09,47,arcadian,-7049.27,99.38
67,M,service provider,7151.30,47,hyperborean,62390.83,102.61
67,M,fisher,4500.42,46,hyperborean,16062.81,101.36
67,M,homemaker,-116.68,46,hyperborean,-6192.24,100.00
67,M,craftsman,5491.95,46,hyperborean,52363.61,102.05
67,M,farmer,2469.67,46,arcadian,18455.14,99.01
67,M,homemaker,-124.96,46,atlantean,-6230.45,100.00
67,F,homemaker,-120.58,46,atlantean,-6211.87,100.00
67,M,service provider,7218.45,46,hyperborean,67501.44,102.64
67,F,homemaker,-121.83,46,hyperborean,-6219.31,100.00
67,M,fisher,4808.52,45,atlantean,35596.40,101.54
67,M,homemaker,-99.80,45,atlantean,-5473.06,100.00
67,M,fisher,4897.11,45,hyperborean,35450.59,101.52
67,F,farmer,2369.22,45,arcadian,19902.41,99.06
67,M,farmer,2296.82,45,arcadian,18315.97,98.88
67,F,service provider,6745.06,45,arcadian,63356.91,101.91
67,M,fisher,4683.49,45,arcadian,35185.94,100.86
67,M,service provider,6435.33,45,hyperborean,63136.93,102.50
67,M,unemployed,-82.02,44,hyperborean,-4672.24,80.00
67,F,civil servant,6658.57,44,hyperborean,60092.58,102.50
67,M,fisher,4919.84,44,arcadian,33806.92,100.87
67,M,fisher,4962.32,44,atlantean,33843.33,101.51
67,F,homemaker,-84.95,44,hyperborean,-4647.40,100.00
67,M,farmer,2282.61,44,arcadian,18420.65,98.87
67,M,farmer,2456.65,44,atlantean,19122.12,99.63
67,M,homemaker,-66.12,43,atlantean,-3945.12,100.00
67,M,fisher,4902.23,43,hyperborean,32432.66,101.46
67,F,fisher,4682.38,43,arcadian,32456.62,100.81
67,M,craftsman,5180.55,43,hyperborean,42272.21,101.90
67,M,civil servant,6054.23,43,atlantean,57584.48,102.38
67,X,craftsman,4923.69,43,arcadian,29643.04,101.21
67,F,farmer,2215.62,43,arcadian,18330.15,98.74
67,M,farmer,2207.91,43,hyperborean,18432.80,99.42
67,F,craftsman,5023.55,42,atlantean,43916.10,101.89
67,M,fisher,4396.89,42,arcadian,31389.85,100.74
67,F,service provider,6199.02,42,atlantean,54485.72,102.37
67,F,civil servant,6197.40,42,hyperborean,54853.74,102.38
67,M,fisher,4773.96,42,hyperborean,31542.79,101.43
67,F,fisher,4329.83,42,atlantean,16978.87,101.26
67,M,unemployed,-52.17,42,atlantean,-3343.86,80.00
67,F,homemaker,-37.91,41,hyperborean,-2674.75,100.00
67,M,farmer,2293.97,41,arcadian,18926.64,98.84
67,M,fisher,4302.19,41,atlantean,29361.75,101.28
67,F,service provider,5750.70,41,atlantean,51926.07,102.27
67,M,fisher,4421.08,41,atlantean,29631.04,101.32
67,M,craftsman,4757.77,41,hyperborean,41114.73,101.80
67,F,service provider,4845.01,41,arcadian,2722.04,95.84
67,M,unemployed,-40.68,41,arcadian,-2650.89,79.38
67,M,homemaker,-24.71,40,hyperborean,-2007.57,100.00
67,M,homemaker,-25.38,40,atlantean,-1985.85,100.00
67,F,craftsman,4510.69,40,arcadian,39635.60,101.13
67,M,farmer,2223.13,40,arcadian,18036.60,98.65
67,M,service provider,5759.00,40,atlantean,49379.88,102.26
67,M,farmer,2102.58,40,hyperborean,17902.64,99.16
67,F,homemaker,-24.30,40,atlantean,-1987.21,100.00
67,M,unemployed,-24.88,40,hyperborean,-1989.65,80.00
67,M,civil servant,5645.15,40,hyperborean,49112.41,102.23
67,F,service provider,5619.14,39,hyperborean,46750.75,102.21
67,M,civil servant,5677.23,39,arcadian,46834.48,101.60
67,M,service provider,5802.37,39,hyperborean,46830.72,102.24
67,X,craftsman,4393.53,39,hyperborean,38009.65,101.70
67,F,craftsman,4583.86,39,hyperborean,37545.17,101.71
67,F,fisher,4262.87,39,atlantean,27323.17,101.23
67,M,farmer,2124.56,39,arcadian,17923.43,98.54
67,M,craftsman,4542.39,39,hyperborean,37906.68,101.72
67,M,homemaker,-0.79,38,arcadian,-692.98,99.38
67,F,homemaker,-0.81,38,atlantean,-693.45,100.00
67,M,farmer,2043.08,38,arcadian,17061.32,98.44
67,F,civil servant,4551.11,38,atlantean,1881.46,90.85
67,F,civil servant,5598.90,38,arcadian,44723.69,101.55
67,M,farmer,1959.49,38,arcadian,17226.61,98.40
67,F,craftsman,3700.33,38,hyperborean,3537.51,96.10
67,M,fisher,4179.12,38,atlantean,26057.27,101.16
67,M,civil servant,5491.52,38,atlantean,44657.78,102.19
67,F,unemployed,9.49,37,hyperborean,-101.52,80.00
67,F,farmer,1927.81,37,atlantean,16575.09,98.66
67,M,civil servant,5301.50,37,atlantean,42518.12,102.13
67,M,farmer,1920.82,37,arcadian,16630.49,98.26
67,M,homemaker,9.28,37,arcadian,-111.72,99.38
67,F,civil servant,5224.47,37,atlantean,42130.18,102.09
67,M,service provider,5175.50,37,atlantean,42276.35,102.08
67,F,farmer,1898.12,37,arcadian,16535.24,98.27
67,M,farmer,2066.62,37,hyperborean,16599.79,98.86
67,F,fisher,3906.07,37,arcadian,24786.19,100.44
67,F,homemaker,19.84,36,hyperborean,461.90,100.00
67,M,farmer,1858.17,36,hyperborean,15998.59,98.43
67,M,civil servant,4861.58,36,arcadian,40027.43,101.38
67,M,homemaker,20.93,36,arcadian,502.77,99.38
67,M,craftsman,4075.77,36,arcadian,32277.27,100.89
67,F,fisher,3835.28,36,hyperborean,24015.26,101.03
67,F,homemaker,19.00,36,atlantean,491.13,100.00
67,M,homemaker,19.16,36,hyperborean,506.33,100.00
67,F,homemaker,20.09,36,arcadian,494.07,99.38
67,F,craftsman,3790.25,35,hyperborean,30837.09,101.44
67,M,fisher,3919.15,35,atlantean,22813.39,100.98
67,M,homemaker,31.59,35,hyperborean,1137.81,100.00
67,F,farmer,1617.73,35,arcadian,2216.83,89.15
67,F,fisher,3593.73,35,atlantean,22657.17,100.91
67,F,service provider,4783.60,35,atlantean,37518.77,101.94
67,F,homemaker,29.90,35,hyperborean,1108.09,100.00
67,M,fisher,3327.46,35,hyperborean,3098.82,90.56
67,M,farmer,1748.86,34,arcadian,14618.52,96.59
67,F,craftsman,3706.11,34,hyperborean,29175.53,101.38
67,F,fisher,3245.34,34,arcadian,4638.81,94.95
67,F,homemaker,40.08,34,hyperborean,1691.39,100.00
67,F,farmer,1803.43,34,arcadian,14797.10,97.28
67,F,farmer,1795.45,34,atlantean,14883.39,97.25
67,M,fisher,3715.16,34,atlantean,22011.20,100.93
67,F,civil servant,4630.41,34,arcadian,35850.20,101.28
67,M,unemployed,39.88,34,arcadian,1682.40,79.38
67,F,fisher,3703.60,34,atlantean,22150.37,100.91
67,M,homemaker,44.35,33,hyperborean,2231.06,100.00
67,X,unemployed,45.76,33,arcadian,2253.21,79.38
67,X,service provider,4481.32,33,arcadian,33701.67,101.20
67,F,fisher,3552.84,33,atlantean,21278.30,100.88
67,F,craftsman,3519.69,33,arcadian,27543.96,100.66
67,M,craftsman,3530.62,33,hyperborean,27324.11,101.28
67,F,fisher,3707.86,33,atlantean,21452.68,100.91
67,F,fisher,3636.88,33,atlantean,21011.02,100.89
67,F,fisher,3575.68,33,hyperborean,21225.08,100.89
67,F,service provider,4280.45,32,arcadian,31893.06,101.16
67,F,craftsman,3703.53,32,arcadian,26343.29,100.69
67,F,craftsman,3423.09,32,arcadian,26168.18,100.63
67,M,homemaker,52.62,32,atlantean,2829.10,100.00
67,M,craftsman,3438.52,32,arcadian,26286.99,100.65
67,F,civil servant,4361.01,32,atlantean,31657.97,101.78
67,F,service provider,4451.16,32,arcadian,31985.08,101.20
67,M,fisher,3537.29,32,atlantean,19854.79,100.79
67,F,homemaker,64.21,31,arcadian,3383.72,99.38
67,M,service provider,4355.68,31,arcadian,30051.39,101.15
67,F,fisher,3410.33,31,atlantean,19248.12,100.73
67,F,fisher,3278.74,31,atlantean,19369.45,100.74
67,F,unemployed,62.32,31,arcadian,3386.58,79.38
67,F,craftsman,3371.18,31,atlantean,22079.06,101.18
67,M,farmer,1595.35,31,hyperborean,13770.57,97.05
67,M,farmer,1575.22,31,arcadian,13673.19,96.39
67,M,craftsman,3359.11,31,atlantean,24771.66,101.19
67,F,farmer,1620.17,30,atlantean,13168.54,97.05
67,F,homemaker,70.94,30,arcadian,3912.53,99.38
67,F,craftsman,3455.38,30,atlantean,23439.39,101.17
67,F,farmer,1553.99,30,atlantean,13000.49,96.96
67,M,fisher,3353.92,30,arcadian,18759.94,100.09
67,M,civil servant,4179.70,30,arcadian,28344.79,101.08
67,M,craftsman,3248.74,30,hyperborean,23151.84,101.13
67,M,fisher,3161.83,30,atlantean,18568.73,100.61
67,F,fisher,3230.56,29,hyperborean,17546.50,100.63
67,M,craftsman,3282.32,29,hyperborean,22079.89,101.12
67,F,craftsman,3028.50,29,hyperborean,7910.56,95.80
67,M,craftsman,3155.32,29,atlantean,7977.05,95.84
67,F,farmer,1584.13,29,arcadian,12720.48,96.36
67,F,civil servant,3886.02,29,atlantean,26674.24,101.61
67,F,farmer,1479.94,29,arcadian,12748.73,96.29
67,F,craftsman,3108.09,29,hyperborean,22295.28,101.07
67,X,fisher,3144.43,29,atlantean,17411.12,100.55
67,M,service provider,3760.23,28,hyperborean,24811.24,101.54
67,M,craftsman,3251.54,28,atlantean,20844.79,101.06
67,M,fisher,2908.94,28,arcadian,16812.30,99.85
67,F,homemaker,80.85,28,arcadian,5054.45,99.38
67,F,fisher,2954.37,28,hyperborean,16899.13,100.48
67,F,service provider,4011.66,28,arcadian,24804.95,100.93
67,F,unemployed,77.60,28,atlantean,5039.81,80.01
67,F,fisher,3008.09,28,atlantean,17044.16,100.53
67,F,fisher,2952.32,28,atlantean,16858.78,100.49
67,F,farmer,1440.26,27,arcadian,11759.12,96.20
67,F,homemaker,81.19,27,arcadian,5512.69,99.38
67,F,farmer,1417.44,27,arcadian,11811.44,96.16
67,M,homemaker,80.61,27,arcadian,5487.06,99.38
67,F,farmer,1417.59,27,arcadian,11837.80,96.19
67,F,fisher,3008.52,27,hyperborean,16385.70,100.45
67,M,unemployed,81.08,27,hyperborean,5489.23,80.02
67,F,farmer,1436.90,27,arcadian,11744.76,96.17
67,M,fisher,2878.13,27,atlantean,16365.32,100.42
67,M,craftsman,3014.88,26,hyperborean,18372.82,100.92
67,M,homemaker,85.24,26,arcadian,5991.68,99.38
67,M,homemaker,87.02,26,atlantean,5986.42,100.00
67,M,fisher,2776.34,26,atlantean,15217.66,100.31
67,F,fisher,2819.37,26,arcadian,15204.99,99.69
67,F,service provider,3590.90,26,hyperborean,21564.17,101.41
67,M,farmer,1348.67,26,arcadian,11328.95,96.07
67,F,unemployed,87.44,26,arcadian,5992.38,79.41
67,F,service provider,3558.98,26,hyperborean,21510.01,101.38
67,F,fisher,2719.04,26,atlantean,15245.77,100.33
67,M,fisher,2707.68,25,atlantean,14556.88,100.25
67,M,farmer,1305.83,25,hyperborean,11377.80,96.64
67,M,service provider,3329.99,25,atlantean,19886.95,101.28
67,F,unemployed,88.16,25,atlantean,6412.32,80.08
67,M,farmer,1372.97,25,arcadian,11467.45,96.11
67,F,homemaker,86.30,25,atlantean,6394.95,100.00
67,F,homemaker,88.72,25,atlantean,6404.92,100.00
67,F,craftsman,2669.21,25,arcadian,17319.12,100.23
67,F,homemaker,89.17,25,atlantean,6410.90,100.00
67,F,farmer,1389.01,25,arcadian,11465.54,96.11
67,M,homemaker,93.91,24,arcadian,6789.96,99.38
67,M,fisher,2608.53,24,hyperborean,14103.50,100.14
67,F,craftsman,2700.81,24,arcadian,16446.00,100.20
67,F,fisher,2605.95,24,atlantean,14113.58,100.20
67,M,civil servant,3188.15,24,atlantean,18530.65,101.24
67,M,homemaker,88.33,24,arcadian,6787.86,99.38
67,M,unemployed,88.16,24,atlantean,6777.03,80.16
67,M,craftsman,2616.38,24,hyperborean,16345.23,100.79
67,M,civil servant,3286.33,23,arcadian,17040.14,100.57
67,F,craftsman,2493.15,23,hyperborean,15257.76,100.70
67,M,craftsman,2570.46,23,hyperborean,15418.48,100.76
67,F,fisher,2617.69,23,atlantean,13138.03,100.10
67,M,farmer,1269.47,23,atlantean,10628.25,96.56
67,F,homemaker,99.42,23,hyperborean,7279.02,100.00
67,F,homemaker,97.81,23,atlantean,7282.57,100.00
67,F,homemaker,93.28,22,atlantean,7637.67,100.00
67,M,civil servant,3154.66,22,arcadian,15643.72,100.45
67,M,homemaker,97.21,22,arcadian,7648.82,99.38
67,F,fisher,2399.29,22,hyperborean,12594.19,99.99
67,M,homemaker,98.26,22,hyperborean,7654.58,100.00
67,M,homemaker,100.54,22,atlantean,7659.19,100.00
67,F,fisher,2521.44,22,atlantean,12699.43,100.03
67,F,farmer,1158.89,21,hyperborean,10534.62,96.56
67,M,farmer,1165.75,21,atlantean,10582.34,96.57
67,M,service provider,2836.76,21,arcadian,14342.72,100.93
67,M,homemaker,95.42,21,arcadian,8083.68,100.00
67,F,craftsman,2309.78,21,hyperborean,13192.62,100.48
67,M,farmer,1122.75,21,arcadian,10527.30,96.50
67,M,civil servant,2977.55,21,atlantean,14473.42,100.98
67,M,service provider,2829.15,21,atlantean,14292.99,100.90
67,F,unemployed,96.89,20,arcadian,8586.54,82.50
67,F,fisher,2218.13,20,arcadian,11349.61,99.79
67,F,farmer,1095.16,20,arcadian,10244.36,96.53
67,F,fisher,2297.75,20,arcadian,11415.46,99.85
67,M,fisher,2305.43,20,hyperborean,11419.71,99.86
67,F,homemaker,100.98,20,hyperborean,8589.80,100.00
67,F,farmer,1148.22,20,arcadian,10260.46,96.61
67,M,service provider,2864.07,20,hyperborean,13124.30,100.81
67,F,service provider,2624.36,19,atlantean,12039.61,100.61
67,F,fisher,2202.24,19,hyperborean,10362.00,90.14
67,M,homemaker,98.15,19,arcadian,9033.48,100.00
67,M,farmer,1053.84,19,arcadian,9964.71,96.60
67,M,farmer,1075.34,19,atlantean,9979.54,96.64
67,X,homemaker,95.89,19,atlantean,9029.02,100.00
67,F,homemaker,96.86,19,atlantean,9035.62,100.00
67,F,homemaker,98.53,19,arcadian,9030.20,100.00
67,F,fisher,2158.99,18,atlantean,10755.13,100.12
67,F,craftsman,2045.00,18,hyperborean,10698.13,100.06
67,M,farmer,1054.90,18,arcadian,10203.08,99.11
67,M,farmer,1012.94,18,arcadian,10182.10,99.02
67,M,craftsman,2177.81,18,arcadian,10764.54,100.13
67,X,fisher,2125.84,18,atlantean,10738.55,100.10
67,F,homemaker,102.71,18,hyperborean,9453.98,100.00
67,F,child,0.00,17,atlantean,10000.00,100.00
67,F,child,0.00,17,arcadian,10000.00,100.00
67,F,child,0.00,17,atlantean,10000.00,100.00
67,M,child,0.00,17,hyperborean,10000.00,100.00
67,M,child,0.00,17,arcadian,10000.00,100.00
67,F,child,0.00,17,arcadian,10000.00,100.00
67,X,child,0.00,17,atlantean,10000.00,100.00
67,F,child,0.00,17,arcadian,10000.00,100.00
67,M,child,0.00,16,hyperborean,10000.00,100.00
67,M,child,0.00,16,hyperborean,10000.00,100.00
67,F,child,0.00,16,hyperborean,10000.00,100.00
67,M,child,0.00,16,atlantean,10000.00,100.00
67,F,child,0.00,16,atlantean,10000.00,100.00
67,M,child,0.00,16,atlantean,10000.00,100.00
67,M,child,0.00,16,arcadian,10000.00,100.00
67,F,child,0.00,16,arcadian,10000.00,100.00
67,M,child,0.00,15,atlantean,10000.00,100.00
67,F,child,0.00,15,hyperborean,10000.00,100.00
67,F,child,0.00,15,arcadian,10000.00,100.00
67,F,child,0.00,15,hyperborean,10000.00,100.00
67,F,child,0.00,15,atlantean,10000.00,100.00
67,M,child,0.00,15,atlantean,10000.00,100.00
67,F,child,0.00,15,atlantean,10000.00,100.00
67,F,child,0.00,15,hyperborean,10000.00,100.00
67,F,child,0.00,15,atlantean,10000.00,100.00
67,F,child,0.00,14,atlantean,10000.00,100.00
67,M,child,0.00,14,arcadian,10000.00,100.00
67,F,child,0.00,14,hyperborean,10000.00,100.00
67,F,child,0.00,14,arcadian,10000.00,100.00
67,M,child,0.00,14,atlantean,10000.00,100.00
67,F,child,0.00,14,arcadian,10000.00,100.00
67,F,child,0.00,14,atlantean,10000.00,100.00
67,M,child,0.00,14,arcadian,10000.00,100.00
67,M,child,0.00,14,arcadian,10000.00,100.00
67,M,child,0.00,13,arcadian,10000.00,100.00
67,F,child,0.00,13,arcadian,10000.00,100.00
67,M,child,0.00,13,arcadian,10000.00,100.00
67,M,child,0.00,13,atlantean,10000.00,100.00
67,F,child,0.00,13,arcadian,10000.00,100.00
67,F,child,0.00,13,hyperborean,10000.00,100.00
67,M,child,0.00,13,atlantean,10000.00,100.00
67,F,child,0.00,13,hyperborean,10000.00,100.00
67,M,child,0.00,12,arcadian,10000.00,100.00
67,M,child,0.00,12,atlantean,10000.00,100.00
67,M,child,0.00,12,hyperborean,10000.00,100.00
67,M,child,0.00,12,atlantean,10000.00,100.00
67,M,child,0.00,12,arcadian,10000.00,100.00
67,F,child,0.00,12,hyperborean,10000.00,100.00
67,F,child,0.00,12,arcadian,10000.00,100.00
67,F,child,0.00,11,arcadian,10000.00,100.00
67,M,child,0.00,11,arcadian,10000.00,100.00
67,F,child,0.00,11,hyperborean,10000.00,100.00
67,F,child,0.00,11,arcadian,10000.00,100.00
67,M,child,0.00,11,atlantean,10000.00,100.00
67,M,child,0.00,11,arcadian,10000.00,100.00
67,X,child,0.00,11,arcadian,10000.00,100.00
67,M,child,0.00,10,arcadian,10000.00,100.00
67,F,child,0.00,10,arcadian,10000.00,100.00
67,F,child,0.00,10,hyperborean,10000.00,100.00
67,F,child,0.00,10,hyperborean,10000.00,100.00
67,M,child,0.00,10,arcadian,10000.00,100.00
67,F,child,0.00,10,hyperborean,10000.00,100.00
67,M,child,0.00,10,arcadian,10000.00,100.00
67,F,child,0.00,9,hyperborean,10000.00,100.00
67,M,child,0.00,9,hyperborean,10000.00,100.00
67,F,child,0.00,9,arcadian,10000.00,100.00
67,M,child,0.00,9,atlantean,10000.00,100.00
67,M,child,0.00,9,hyperborean,10000.00,100.00
67,F,child,0.00,9,atlantean,10000.00,100.00
67,M,child,0.00,9,atlantean,10000.00,100.00
67,M,child,0.00,8,atlantean,10000.00,100.00
67,F,child,0.00,8,hyperborean,10000.00,100.00
67,M,child,0.00,8,atlantean,10000.00,100.00
67,F,child,0.00,8,hyperborean,10000.00,100.00
67,F,child,0.00,8,atlantean,10000.00,100.00
67,M,child,0.00,8,arcadian,10000.00,100.00
67,F,child,0.00,8,atlantean,10000.00,100.00
67,M,child,0.00,7,arcadian,10000.00,100.00
67,M,child,0.00,7,arcadian,10000.00,100.00
67,F,child,0.00,7,atlantean,10000.00,100.00
67,F,child,0.00,7,atlantean,10000.00,100.00
67,F,child,0.00,7,arcadian,10000.00,100.00
67,M,child,0.00,7,hyperborean,10000.00,100.00
67,M,child,0.00,7,arcadian,10000.00,100.00
67,M,child,0.00,6,arcadian,10000.00,100.00
67,M,child,0.00,6,hyperborean,10000.00,100.00
67,F,child,0.00,6,atlantean,10000.00,100.00
67,F,child,0.00,6,atlantean,10000.00,100.00
67,F,child,0.00,6,atlantean,10000.00,100.00
67,M,child,0.00,6,arcadian,10000.00,100.00
67,M,child,0.00,5,arcadian,10000.00,100.00
67,M,child,0.00,5,atlantean,10000.00,100.00
67,F,child,0.00,5,atlantean,10000.00,100.00
67,M,child,0.00,5,arcadian,10000.00,100.00
67,M,child,0.00,5,arcadian,10000.00,100.00
67,M,child,0.00,5,atlantean,10000.00,100.00
67,F,child,0.00,4,arcadian,10000.00,100.00
67,M,child,0.00,4,atlantean,10000.00,100.00
67,M,child,0.00,4,atlantean,10000.00,100.00
67,F,child,0.00,4,atlantean,10000.00,100.00
67,M,child,0.00,4,hyperborean,10000.00,100.00
67,F,child,0.00,3,arcadian,10000.00,100.00
67,X,child,0.00,3,arcadian,10000.00,100.00
67,F,child,0.00,3,arcadian,10000.00,100.00
67,F,child,0.00,3,arcadian,10000.00,100.00
67,F,child,0.00,3,arcadian,10000.00,100.00
67,M,child,0.00,2,arcadian,10000.00,100.00
67,M,child,0.00,2,arcadian,10000.00,100.00
67,M,child,0.00,2,hyperborean,10000.00,100.00
67,M,child,0.00,2,atlantean,10000.00,100.00
67,X,child,0.00,2,arcadian,10000.00,100.00
67,F,child,0.00,2,arcadian,10000.00,100.00
67,M,child,0.00,1,hyperborean,10000.00,100.00
67,M,child,0.00,1,arcadian,10000.00,100.00
67,M,child,0.00,1,arcadian,10000.00,100.00
67,M,child,0.00,1,hyperborean,10000.00,100.00
67,M,child,0.00,1,arcadian,10000.00,100.00
67,M,child,0.00,1,hyperborean,10000.00,100.00
67,M,child,0.00,0,atlantean,10000.00,100.00
67,M,child,0.00,0,hyperborean,10000.00,100.00
67,M,child,0.00,0,atlantean,10000.00,100.00
67,F,child,0.00,0,atlantean,10000.00,100.00
67,M,child,0.00,0,hyperborean,10000.00,100.00
67,F,child,0.00,0,atlantean,10000.00,100.00
68,M,retired,-372.27,69,arcadian,-12558.88,99.69
68,F,retired,4131.71,69,arcadian,129798.23,111.35
68,M,retired,3541.75,71,hyperborean,106469.68,111.37
68,F,retired,-1084.35,69,atlantean,-35443.43,100.00
68,F,retired,2093.33,69,atlantean,66979.10,110.35
68,F,retired,5852.39,76,atlantean,165825.37,112.28
68,M,retired,-275.51,69,arcadian,-9656.83,99.69
68,M,retired,3084.40,69,atlantean,103267.83,111.16
68,X,retired,-1004.04,68,arcadian,-33712.28,99.69
68,M,retired,2550.68,73,atlantean,73927.37,110.72
68,F,retired,5212.00,75,arcadian,158542.48,111.84
68,F,retired,3817.90,74,atlantean,119553.09,111.58
68,M,retired,1126.38,71,hyperborean,33781.33,108.62
68,M,retired,1965.03,68,atlantean,65532.32,110.19
68,M,retired,1604.63,72,arcadian,51333.05,109.44
68,F,retired,-1206.27,70,hyperborean,-37567.29,100.00
68,M,retired,3351.39,70,arcadian,104221.13,110.94
68,F,retired,2775.24,75,atlantean,80346.19,110.90
68,F,retired,1090.99,70,hyperborean,33776.49,108.57
68,M,retired,2192.64,70,arcadian,66615.38,110.12
68,F,retired,-1208.68,70,arcadian,-37695.57,99.68
68,F,retired,3469.71,72,hyperborean,109877.19,111.38
68,M,retired,-1140.50,70,hyperborean,-37342.51,100.00
68,F,retired,4916.10,73,atlantean,144324.13,111.99
68,M,retired,2106.48,68,arcadian,65738.63,110.00
68,F,retired,2075.78,68,arcadian,66145.44,109.98
68,F,retired,-1578.41,75,atlantean,-47549.54,100.00
68,F,retired,1144.97,72,arcadian,35172.09,108.40
68,M,retired,-1510.06,74,arcadian,-45353.73,99.69
68,M,retired,3952.41,67,arcadian,126548.40,111.25
68,M,retired,4002.48,67,atlantean,127297.05,111.58
68,M,retired,3122.67,67,arcadian,99656.14,110.76
68,F,retired,988.31,67,hyperborean,33693.56,108.34
68,F,retired,-953.90,67,hyperborean,-32420.59,100.00
68,M,retired,3102.85,67,atlantean,99481.33,111.05
68,M,retired,981.77,66,arcadian,33394.61,107.89
68,F,retired,1988.50,66,hyperborean,65489.76,110.19
68,M,retired,3704.19,66,arcadian,126065.30,111.13
68,F,retired,-834.70,65,arcadian,-29045.57,99.69
68,F,retired,2990.25,65,hyperborean,97837.39,110.87
68,M,retired,3534.38,65,hyperborean,124616.07,111.30
68,M,retired,3566.07,64,atlantean,122464.38,111.17
68,M,retired,-739.89,64,arcadian,-27525.29,99.69
68,F,retired,1628.05,63,arcadian,58123.34,109.07
68,M,retired,899.65,63,hyperborean,32187.00,107.44
68,F,retired,3579.02,63,atlantean,121987.62,110.88
68,F,retired,937.18,62,arcadian,32268.11,106.88
68,F,retired,917.39,62,arcadian,32017.33,106.77
68,M,retired,2616.14,62,arcadian,93532.05,109.46
68,X,retired,2715.63,61,atlantean,93839.46,108.82
68,F,retired,551.14,61,hyperborean,19119.27,99.89
68,F,retired,923.38,61,hyperborean,32190.06,105.93
68,F,retired,3229.18,60,arcadian,117621.55,106.92
68,M,retired,799.50,60,hyperborean,27892.81,104.81
68,M,retired,2627.81,60,arcadian,92102.86,106.46
68,M,service provider,10205.45,59,atlantean,116336.47,103.23
68,F,craftsman,7563.41,59,hyperborean,90997.43,102.72
68,F,farmer,3664.80,59,atlantean,32817.91,101.09
68,F,fisher,4286.71,59,atlantean,60594.83,101.98
68,F,farmer,3589.23,58,arcadian,31756.95,100.76
68,M,farmer,3514.30,58,arcadian,31436.48,100.73
68,F,fisher,4339.51,58,atlantean,58579.80,101.99
68,M,farmer,2971.54,58,arcadian,15738.67,100.22
68,F,fisher,4074.41,57,hyperborean,55980.67,101.89
