year,sex,profession,income
53,M,retired,1352.08
53,F,service provider,10630.31
53,X,homemaker,-771.88
53,M,homemaker,-469.17
53,M,fisher,3355.33
53,M,retired,3650.33
53,M,retired,1106.11
53,M,craftsman,5928.68
53,F,farmer,3856.93
53,X,farmer,3622.46
53,X,craftsman,7553.08
53,F,homemaker,-406.76
53,X,farmer,3169.56
53,M,craftsman,6712.39
53,F,fisher,4856.98
53,M,craftsman,7890.10
53,M,retired,4221.36
53,M,retired,2254.87
53,F,fisher,4247.18
53,F,farmer,3848.86
53,M,farmer,3504.58
53,F,craftsman,7170.54
53,F,retired,-1070.09
53,M,retired,3588.55
53,M,fisher,4396.02
53,M,retired,1025.57
53,F,retired,2377.48
53,F,farmer,3090.37
53,M,fisher,3691.63
53,F,fisher,4989.55
53,X,retired,1959.29
53,F,unemployed,-431.06
53,F,craftsman,7681.39
53,M,service provider,8158.63
53,M,homemaker,-433.47
53,M,retired,-1141.47
53,M,service provider,10965.12
53,F,fisher,4813.98
53,F,service provider,9328.56
53,F,retired,2417.28
53,M,farmer,3611.57
53,F,retired,4483.79
53,M,fisher,3493.96
53,M,civil servant,10374.00
53,M,retired,4713.86
53,M,retired,4090.64
53,M,retired,4768.85
53,F,fisher,3729.91
53,F,fisher,4101.86
53,M,farmer,3806.06
53,F,farmer,3721.87
53,F,retired,3673.01
53,F,craftsman,8050.71
53,F,service provider,10439.73
53,F,fisher,3486.93
53,F,homemaker,-631.34
53,M,retired,4449.07
53,M,homemaker,-388.41
53,M,retired,-856.42
53,F,farmer,3288.31
53,M,retired,-1140.15
53,F,civil servant,10703.17
53,M,civil servant,10027.28
53,M,homemaker,-664.83
53,F,civil servant,10422.93
53,M,homemaker,-538.02
53,F,craftsman,5542.19
53,M,civil servant,8026.54
53,M,service provider,8259.64
53,M,craftsman,6090.17
53,F,farmer,2994.25
53,F,homemaker,-317.34
53,M,craftsman,6368.35
53,F,homemaker,-306.36
53,M,farmer,2910.55
53,F,fisher,3468.69
53,M,civil servant,7691.77
53,F,homemaker,-264.75
53,F,craftsman,6006.93
53,M,service provider,7410.22
53,M,service provider,7234.69
53,M,homemaker,-241.43
53,F,civil servant,6028.43
53,M,farmer,2467.71
53,F,service provider,7247.35
53,F,farmer,2494.72
53,F,farmer,2391.87
53,M,craftsman,5288.13
53,X,craftsman,5361.21
53,F,farmer,2188.79
53,F,farmer,2474.73
53,F,civil servant,6629.16
53,M,craftsman,3962.98
53,M,craftsman,5087.90
53,M,service provider,6114.28
53,F,craftsman,5284.22
53,F,farmer,2363.49
53,F,fisher,2718.52
53,F,farmer,2262.48
53,M,farmer,2279.11
53,F,fisher,2477.54
53,M,farmer,2113.52
53,F,fisher,2624.94
53,M,homemaker,-95.70
53,F,unemployed,-98.88
53,F,service provider,6098.44
53,F,fisher,2421.96
53,M,farmer,1994.57
53,M,unemployed,-78.07
53,F,farmer,2125.73
53,M,craftsman,4270.28
53,M,service provider,5747.09
53,M,service provider,5723.75
53,F,fisher,2318.43
53,X,fisher,2294.19
53,M,craftsman,4503.18
53,F,service provider,5179.01
53,F,farmer,2120.33
53,M,farmer,2060.06
53,F,civil servant,5228.96
53,M,craftsman,4270.73
53,M,homemaker,-46.88
53,F,fisher,2173.69
53,F,homemaker,-30.74
53,M,fisher,2138.22
53,F,craftsman,4016.77
53,X,homemaker,-33.04
53,F,farmer,2066.20
53,F,service provider,5264.45
53,M,civil servant,5432.70
53,F,craftsman,4277.90
53,M,farmer,1921.89
53,F,fisher,2088.00
53,X,homemaker,-18.41
53,M,homemaker,-18.91
53,F,fisher,2156.49
53,F,unemployed,-18.52
53,M,service provider,5206.99
53,F,craftsman,3979.43
53,F,civil servant,4998.27
53,M,unemployed,-4.09
53,M,civil servant,4879.07
53,F,unemployed,-3.68
53,M,fisher,2056.19
53,M,service provider,4835.90
53,M,farmer,1854.21
53,F,fisher,1975.75
53,F,unemployed,7.74
53,F,farmer,1752.87
53,F,craftsman,3936.22
53,M,craftsman,3809.46
53,F,homemaker,8.42
53,M,fisher,1917.02
53,F,civil servant,4564.62
53,M,craftsman,3945.33
53,M,fisher,2045.84
53,F,farmer,1685.66
53,M,fisher,1912.56
53,F,craftsman,3865.71
53,M,homemaker,20.14
53,M,service provider,4452.43
53,F,service provider,4783.10
53,M,homemaker,19.87
53,F,service provider,4596.84
53,M,homemaker,32.19
53,F,craftsman,3674.99
53,M,craftsman,3431.10
53,M,homemaker,30.99
53,M,homemaker,31.21
53,M,service provider,4309.76
53,F,homemaker,33.29
53,M,service provider,4467.41
53,M,unemployed,40.15
53,M,homemaker,39.95
53,M,craftsman,3512.98
53,M,farmer,1602.58
53,M,homemaker,40.74
53,F,homemaker,41.13
53,M,service provider,4420.92
53,F,homemaker,41.78
53,M,fisher,1714.31
53,M,homemaker,48.07
53,M,fisher,1788.69
53,F,farmer,1566.89
53,M,farmer,1557.82
53,F,service provider,4139.45
53,M,fisher,1742.36
53,M,service provider,4157.87
53,M,unemployed,57.72
53,F,civil servant,4001.37
53,M,fisher,1643.59
53,M,fisher,1627.13
53,F,homemaker,55.55
53,M,farmer,1529.57
53,M,farmer,1550.27
53,M,homemaker,61.65
53,M,fisher,1622.74
53,F,fisher,1661.15
53,M,craftsman,3205.63
53,M,civil servant,3837.79
53,X,craftsman,3050.67
53,F,farmer,1514.83
53,M,farmer,1494.49
53,F,craftsman,2879.13
53,M,fisher,1596.14
53,F,service provider,3896.20
53,F,civil servant,3896.27
53,M,fisher,1594.89
53,F,unemployed,64.63
53,M,unemployed,68.27
53,F,homemaker,70.51
53,M,farmer,1409.12
53,M,fisher,1482.93
53,F,service provider,3515.02
53,M,fisher,1481.13
53,M,craftsman,2904.45
53,F,homemaker,70.37
53,M,unemployed,74.19
53,M,homemaker,75.64
53,M,homemaker,75.97
53,F,craftsman,2729.16
53,M,farmer,1436.35
53,M,service provider,3308.41
53,M,farmer,1424.33
53,F,homemaker,74.31
53,M,unemployed,75.60
53,M,civil servant,3464.46
53,F,service provider,3181.34
53,M,civil servant,3463.92
53,M,service provider,3177.31
53,X,craftsman,2790.01
53,F,craftsman,2671.02
53,F,fisher,1385.32
53,M,farmer,1319.44
53,M,craftsman,2676.77
53,M,homemaker,81.46
53,F,homemaker,80.54
53,M,farmer,1272.38
53,F,homemaker,83.55
53,F,civil servant,3117.30
53,M,farmer,1333.01
53,F,homemaker,80.26
53,M,fisher,1358.49
53,M,civil servant,3304.01
53,F,unemployed,82.91
53,F,farmer,1291.17
53,M,civil servant,3156.48
53,M,farmer,1284.88
53,M,homemaker,85.63
53,F,civil servant,3038.44
53,M,service provider,3085.76
53,F,farmer,1215.97
53,M,farmer,1221.48
53,F,fisher,1263.38
53,F,homemaker,86.80
53,M,farmer,1256.80
53,M,civil servant,3046.78
53,M,homemaker,90.61
53,M,craftsman,2368.48
53,F,fisher,1210.70
53,F,homemaker,93.18
53,M,homemaker,92.95
53,F,homemaker,92.45
53,F,craftsman,2202.58
53,M,fisher,1177.43
53,M,homemaker,96.12
53,F,homemaker,92.85
53,F,fisher,1237.58
53,F,service provider,2882.78
53,F,homemaker,87.10
53,M,homemaker,95.90
53,M,farmer,1076.19
53,F,craftsman,2085.75
53,F,homemaker,97.69
53,F,homemaker,95.29
53,F,farmer,1055.51
53,F,farmer,1129.21
53,M,fisher,1174.11
53,F,civil servant,2734.95
53,M,unemployed,91.74
53,F,fisher,1129.69
53,M,homemaker,90.17
53,X,unemployed,95.06
53,X,service provider,2606.87
53,F,fisher,1114.78
53,F,craftsman,2161.44
53,M,craftsman,2194.44
53,F,fisher,1043.66
53,F,fisher,1045.12
53,F,fisher,1131.19
53,F,service provider,2531.47
53,F,craftsman,2080.62
53,F,craftsman,1910.51
53,M,homemaker,94.72
53,M,craftsman,1913.81
53,F,civil servant,2506.53
53,F,service provider,2511.73
53,M,fisher,1031.52
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,X,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,X,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,M,child,0.00
53,X,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,X,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,F,child,0.00
53,F,child,0.00
53,M,child,0.00
53,M,child,0.00
54,M,fisher,2244.27
54,F,civil servant,8231.01
54,F,fisher,4494.82
54,M,craftsman,7485.09
54,M,retired,-947.84
54,F,retired,2598.78
54,F,farmer,3324.48
54,F,homemaker,-421.70
54,M,retired,3299.71
54,F,fisher,3894.92
54,F,fisher,4564.14
54,F,service provider,10100.35
54,F,civil servant,10701.73
54,F,service provider,10668.72
54,M,homemaker,-647.33
54,M,craftsman,4649.40
54,M,homemaker,-514.30
54,M,craftsman,7816.02
54,M,farmer,3519.70
54,M,farmer,3205.18
54,F,farmer,3241.91
54,M,craftsman,7098.96
54,F,retired,4047.63
54,F,retired,4227.61
54,F,retired,1162.94
54,X,homemaker,-372.39
54,M,fisher,4259.79
54,M,civil servant,9758.01
54,M,retired,-1092.22
54,F,craftsman,8367.70
54,F,retired,3293.75
54,F,civil servant,9979.77
54,M,retired,-826.15
54,F,retired,1171.08
54,F,retired,2512.15
54,F,craftsman,7805.58
54,M,retired,4178.17
54,F,retired,3375.86
54,M,retired,709.74
54,F,fisher,3763.90
54,F,craftsman,8016.76
54,X,retired,1457.77
54,F,homemaker,-480.42
54,M,fisher,3983.40
54,M,farmer,3193.93
54,M,farmer,3530.05
54,F,craftsman,8073.03
54,F,retired,-947.67
54,M,retired,-946.07
54,M,retired,1390.90
54,F,service provider,10804.97
54,X,retired,-782.40
54,M,homemaker,-525.05
54,M,fisher,3564.52
54,M,retired,3990.34
54,M,craftsman,6164.48
54,F,farmer,3792.62
54,X,farmer,3571.25
54,X,craftsman,7410.22
54,F,homemaker,-435.98
54,X,farmer,3319.51
54,M,craftsman,7449.51
54,F,retired,2098.63
54,M,craftsman,8017.07
54,M,retired,4437.55
54,M,retired,2214.88
54,F,fisher,4587.90
54,F,farmer,3525.28
54,M,farmer,3322.15
54,F,craftsman,7954.49
54,M,retired,3807.19
54,M,fisher,4547.73
54,M,retired,1099.83
54,F,retired,2476.82
54,F,farmer,3116.34
54,M,fisher,3684.22
54,F,fisher,4779.90
54,X,retired,1933.39
54,F,unemployed,-473.40
54,F,craftsman,7290.46
54,M,service provider,8646.10
54,M,homemaker,-433.18
54,M,retired,-1159.90
54,M,service provider,10846.43
54,F,retired,2225.47
54,F,service provider,10127.76
54,F,retired,2472.24
54,M,farmer,3630.60
54,M,fisher,3557.74
54,M,civil servant,11141.25
54,M,retired,4510.44
54,M,retired,4286.20
54,F,fisher,3909.06
54,F,fisher,4270.74
54,M,retired,1059.99
54,F,farmer,3598.78
54,F,retired,3618.60
54,F,craftsman,7812.54
54,F,service provider,10364.76
54,F,fisher,3557.81
54,F,homemaker,-615.22
54,M,retired,4344.20
54,M,homemaker,-424.38
54,M,retired,-968.42
54,F,farmer,3256.69
54,M,retired,-1186.14
54,F,civil servant,10642.92
54,M,civil servant,10215.91
54,M,homemaker,-674.35
54,F,civil servant,10691.10
54,M,homemaker,-623.69
54,F,craftsman,5473.09
54,M,civil servant,8365.31
54,M,service provider,8011.11
54,M,craftsman,6855.47
54,F,farmer,2724.49
54,F,homemaker,-364.77
54,M,craftsman,6694.73
54,F,homemaker,-314.29
54,M,farmer,2727.82
54,F,fisher,3296.83
54,M,civil servant,8305.85
54,F,homemaker,-304.89
54,F,craftsman,6253.86
54,M,service provider,7612.36
54,M,service provider,7163.88
54,M,homemaker,-264.46
54,F,civil servant,5857.42
54,M,farmer,2525.51
54,F,service provider,7467.25
54,F,farmer,2339.21
54,F,farmer,2413.35
54,M,craftsman,5446.24
54,X,craftsman,5632.09
54,F,farmer,2126.08
54,F,farmer,2416.56
54,F,civil servant,6807.43
54,M,craftsman,4041.40
54,M,craftsman,5117.54
54,M,service provider,6651.38
54,F,craftsman,5379.85
54,F,farmer,2310.43
54,F,fisher,2766.13
54,F,farmer,2124.39
54,M,farmer,2239.68
54,F,fisher,2579.19
54,M,farmer,1985.09
54,F,fisher,2567.62
54,M,homemaker,-109.37
54,F,unemployed,-118.38
54,F,service provider,5902.06
54,F,fisher,2411.50
54,M,farmer,1937.89
54,M,unemployed,-96.61
54,F,farmer,2022.02
54,M,craftsman,4740.02
54,M,service provider,5934.26
54,M,service provider,5799.37
54,F,fisher,2415.60
54,X,fisher,2354.00
54,M,craftsman,4627.96
54,F,service provider,5651.95
54,F,farmer,1987.63
54,M,farmer,2047.46
54,F,civil servant,5693.40
54,M,craftsman,4589.09
54,M,homemaker,-57.39
54,F,fisher,2300.54
54,F,homemaker,-42.95
54,M,fisher,2355.57
54,F,craftsman,4392.19
54,X,homemaker,-46.17
54,F,farmer,1958.12
54,F,service provider,5406.80
54,M,civil servant,5547.16
54,F,craftsman,4227.91
54,M,farmer,1866.30
54,F,fisher,2269.65
54,X,homemaker,-29.13
54,M,homemaker,-28.42
54,F,fisher,2321.74
54,F,unemployed,-31.02
54,M,service provider,5117.17
54,F,craftsman,4143.43
54,F,civil servant,5083.43
54,M,unemployed,-15.09
54,M,civil servant,5113.29
54,F,unemployed,-13.98
54,M,fisher,2112.22
54,M,service provider,4978.30
54,M,farmer,1765.62
54,F,fisher,2185.67
54,F,craftsman,3434.18
54,F,farmer,1847.27
54,F,craftsman,4017.57
54,M,craftsman,4039.50
54,F,homemaker,-1.46
54,M,fisher,1983.22
54,F,civil servant,4925.76
54,M,craftsman,3762.67
54,M,fisher,2054.67
54,F,farmer,1681.52
54,M,fisher,1919.81
54,F,craftsman,3945.50
54,M,homemaker,10.66
54,M,service provider,4654.43
54,F,service provider,4729.77
54,M,homemaker,10.19
54,F,service provider,4674.19
54,M,homemaker,23.73
54,F,craftsman,3685.21
54,M,craftsman,3825.73
54,M,homemaker,24.00
54,M,homemaker,23.65
54,M,service provider,4544.20
54,F,homemaker,24.06
54,M,service provider,4293.05
54,M,unemployed,33.70
54,M,homemaker,34.70
54,M,craftsman,3617.22
54,M,farmer,1562.67
54,M,homemaker,32.65
54,F,homemaker,33.67
54,M,service provider,4331.40
54,F,homemaker,31.86
54,M,fisher,1799.70
54,M,homemaker,41.30
54,M,fisher,1790.59
54,F,farmer,1622.10
54,M,farmer,1508.68
54,F,service provider,4335.19
54,M,fisher,1820.29
54,M,service provider,4497.11
54,M,unemployed,50.88
54,F,civil servant,4101.38
54,M,fisher,1782.59
54,M,fisher,1819.59
54,F,homemaker,49.91
54,M,farmer,1566.33
54,M,farmer,1460.51
54,M,homemaker,55.32
54,M,fisher,1768.68
54,F,fisher,1675.24
54,M,craftsman,3077.95
54,M,civil servant,4193.26
54,X,craftsman,3130.71
54,F,farmer,1407.82
54,M,farmer,1416.97
54,F,craftsman,3001.33
54,M,fisher,1671.10
54,F,service provider,3763.14
54,F,civil servant,3834.50
54,M,fisher,1703.13
54,F,unemployed,61.24
54,M,unemployed,60.70
54,F,homemaker,69.00
54,M,farmer,1437.39
54,M,fisher,1587.81
54,F,service provider,3637.38
54,M,fisher,1492.26
54,M,craftsman,2960.89
54,F,homemaker,68.34
54,M,unemployed,69.19
54,M,homemaker,71.77
54,M,homemaker,74.00
54,F,craftsman,2981.60
54,M,farmer,1384.75
54,M,service provider,3626.75
54,M,farmer,1412.54
54,F,homemaker,72.36
54,M,unemployed,72.43
54,M,civil servant,3698.11
54,F,service provider,3387.13
54,M,civil servant,3579.28
54,M,service provider,3547.18
54,X,craftsman,2925.13
54,F,craftsman,2722.83
54,F,fisher,1450.10
54,M,farmer,1317.73
54,M,craftsman,2821.50
54,M,homemaker,83.61
54,F,homemaker,84.22
54,M,farmer,1251.36
54,F,homemaker,78.07
54,F,civil servant,3192.05
54,M,farmer,1272.43
54,F,homemaker,82.33
54,M,fisher,1346.58
54,M,civil servant,3418.45
54,F,unemployed,86.43
54,F,farmer,1187.15
54,M,civil servant,3214.60
54,M,farmer,1219.45
54,M,homemaker,86.39
54,F,civil servant,3219.25
54,M,service provider,3298.49
54,F,farmer,1257.96
54,M,farmer,1196.22
54,F,fisher,1370.78
54,F,homemaker,83.51
54,M,farmer,1216.51
54,M,civil servant,3043.66
54,M,homemaker,88.17
54,M,craftsman,2528.33
54,F,fisher,1314.17
54,F,homemaker,89.91
54,M,homemaker,83.84
54,F,homemaker,90.25
54,F,craftsman,2438.25
54,M,fisher,1287.75
54,M,homemaker,92.04
54,F,homemaker,86.14
54,F,fisher,1203.84
54,F,service provider,2883.69
54,F,homemaker,86.88
54,M,homemaker,89.16
54,M,farmer,1079.78
54,F,craftsman,2250.94
54,F,homemaker,91.82
54,F,homemaker,89.67
54,F,farmer,1126.59
54,F,farmer,1071.22
54,M,fisher,1236.49
54,F,civil servant,2874.38
54,M,unemployed,92.43
54,F,fisher,1176.35
54,M,homemaker,91.30
54,X,unemployed,92.81
54,X,service provider,2648.09
54,F,fisher,1113.53
54,F,craftsman,2151.23
54,M,craftsman,2205.53
54,F,fisher,1118.83
54,F,fisher,1089.61
54,F,fisher,1122.31
54,F,service provider,2512.71
54,F,craftsman,2183.27
54,F,craftsman,2053.75
54,M,homemaker,92.82
54,M,craftsman,2150.97
54,F,civil servant,2546.02
54,F,service provider,2623.43
54,M,fisher,1129.98
54,F,homemaker,94.89
54,M,service provider,2459.47
54,F,fisher,1083.85
54,F,fisher,1049.59
54,F,unemployed,98.68
54,F,unemployed,93.32
54,M,farmer,973.58
54,M,farmer,961.12
54,M,craftsman,1946.56
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,X,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,X,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,X,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,X,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,M,child,0.00
54,M,child,0.00
54,F,child,0.00
54,F,child,0.00
54,M,child,0.00
54,F,child,0.00
55,M,fisher,4730.22
55,F,civil servant,8908.86
55,F,fisher,7364.81
55,M,craftsman,7799.09
55,M,retired,-940.79
55,F,farmer,3336.55
55,F,homemaker,-446.04
55,M,retired,3302.17
55,F,fisher,6246.67
55,F,fisher,7487.00
55,F,service provider,10628.37
55,F,retired,4140.79
55,F,service provider,10841.46
55,M,homemaker,-676.60
55,M,craftsman,4918.00
55,M,homemaker,-543.78
55,M,craftsman,8096.72
55,M,farmer,3601.40
55,M,farmer,3503.71
55,F,farmer,3397.78
55,M,craftsman,6957.11
55,F,retired,4034.31
55,F,retired,1175.69
55,X,homemaker,-394.81
55,M,fisher,6833.45
55,M,civil servant,10678.53
55,M,retired,-1148.16
55,F,craftsman,8719.44
55,F,retired,3367.26
55,F,civil servant,10278.68
55,M,retired,-919.86
55,F,retired,1204.15
55,F,craftsman,7985.34
55,M,retired,4085.47
55,F,retired,3447.04
55,M,retired,697.44
55,F,fisher,6175.00
55,F,craftsman,8972.81
55,X,retired,1562.65
55,F,homemaker,-517.77
55,M,fisher,6994.60
55,M,farmer,3229.40
55,M,farmer,3582.08
55,F,craftsman,8312.55
55,F,retired,-1066.93
55,M,retired,-947.08
55,M,retired,1385.43
55,F,retired,4194.08
55,X,retired,-893.97
55,M,homemaker,-552.35
55,M,fisher,6191.33
55,M,retired,4050.99
55,M,craftsman,6659.87
55,F,retired,1082.42
55,X,farmer,3492.49
55,X,craftsman,8336.58
55,F,homemaker,-503.44
55,X,farmer,3490.67
55,M,craftsman,7659.96
55,F,retired,2264.79
55,M,craftsman,8121.52
55,M,retired,4380.65
55,M,retired,2319.38
55,F,fisher,7357.56
55,F,retired,1124.91
55,M,farmer,3508.78
55,F,craftsman,7516.12
55,M,retired,3623.35
55,M,fisher,7561.58
55,M,retired,1080.25
55,F,retired,2425.46
55,F,farmer,3081.93
55,M,fisher,6471.09
55,F,retired,2099.92
55,X,retired,2096.42
55,F,unemployed,-502.91
55,F,craftsman,7424.37
55,M,service provider,8783.14
55,M,homemaker,-488.28
55,M,retired,-1198.72
55,M,service provider,11202.65
55,F,retired,2179.90
55,F,service provider,9519.59
55,F,retired,2499.37
55,M,farmer,3665.67
55,M,fisher,6406.52
55,M,retired,4159.31
55,M,retired,4488.06
55,F,fisher,6790.64
55,F,fisher,6811.33
55,M,retired,1125.85
55,F,farmer,3674.84
55,F,retired,3844.44
55,F,craftsman,8397.12
55,F,service provider,11079.33
55,F,fisher,6185.74
55,F,homemaker,-682.45
55,M,retired,4837.17
55,M,homemaker,-447.74
55,M,retired,-999.00
55,F,farmer,3348.45
55,M,retired,-1273.09
55,F,civil servant,11318.91
55,M,civil servant,10039.00
55,M,homemaker,-768.75
55,F,retired,3698.31
55,M,homemaker,-644.40
55,F,craftsman,5661.38
55,M,civil servant,8263.18
55,M,service provider,8329.51
55,M,craftsman,6771.16
55,F,farmer,3069.17
55,F,homemaker,-393.27
55,M,craftsman,6948.37
55,F,homemaker,-344.08
55,M,farmer,2890.77
55,F,fisher,6163.88
55,M,civil servant,8181.38
55,F,homemaker,-335.44
55,F,craftsman,6496.62
55,M,service provider,7798.73
55,M,service provider,7414.04
55,M,homemaker,-286.19
55,F,civil servant,6347.40
55,M,farmer,2633.46
55,F,service provider,7884.27
55,F,farmer,2620.25
55,F,farmer,2475.30
55,M,craftsman,6096.28
55,X,craftsman,5769.87
55,F,farmer,2276.02
55,F,farmer,2614.59
55,F,civil servant,7064.53
55,M,craftsman,4383.81
55,M,craftsman,5378.87
55,M,service provider,6792.28
55,F,craftsman,5530.41
55,F,farmer,2438.57
55,F,fisher,5054.46
55,F,farmer,2333.38
55,M,farmer,2259.99
55,F,fisher,5045.24
55,M,farmer,2056.75
55,F,fisher,4703.55
55,M,homemaker,-128.91
55,F,unemployed,-128.44
55,F,service provider,6392.05
55,F,fisher,4688.57
55,M,farmer,1998.37
55,M,craftsman,4063.58
55,F,farmer,2189.69
55,M,craftsman,4616.64
55,M,service provider,6018.71
55,M,service provider,5731.50
55,F,fisher,4629.25
55,X,fisher,4479.45
55,M,craftsman,4978.16
55,F,service provider,5666.74
55,F,farmer,2009.13
55,M,farmer,2169.21
55,F,civil servant,5895.95
55,M,craftsman,4750.62
55,M,homemaker,-76.66
55,F,fisher,4215.12
55,F,homemaker,-58.06
55,M,fisher,4364.39
55,F,craftsman,4408.67
55,X,homemaker,-57.24
55,F,farmer,2084.24
55,F,service provider,5526.86
55,M,civil servant,5385.88
55,F,craftsman,4511.94
55,M,farmer,1998.25
55,F,fisher,4286.07
55,X,homemaker,-42.80
55,M,homemaker,-40.30
55,F,fisher,3987.10
55,F,unemployed,-40.72
55,M,service provider,5532.18
55,F,craftsman,4467.92
